aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,upr_pathway,alt_name,y_offset,y_pos,order,gene_ypos,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd8_memory,24,bortezomib,dmso,163,GFPT1,0.0800442022179344,-0.25747594987774,-0.0554497293946655,0.38089045968142,0.800849810124591,-1,dn,IRE1alpha activates chaperones,,0,31,18,18,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,GOSR2,0.01504232044065,0.366885711320797,0.0897176375930658,0.411475421393832,0.817826514234906,1,up,IRE1alpha activates chaperones,,0,30,17,17,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,HDGF,-0.0309919217834758,-0.516703864126574,-0.055027886921672,0.374169422642052,0.796708729526959,-1,dn,IRE1alpha activates chaperones,,0,28,15,15,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,HERPUD1,0.168577254507468,0.0470924401233257,0.0649542273960615,0.0586289483779923,0.372334612186032,1,up,PERK regulates gene expression,,3,68,38,41,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,HSP90B1,-0.0320368791303075,-0.199805450220563,-0.094187712684651,0.579718653171761,0.902372510452289,-1,dn,ATF6 (ATF6-alpha) activates chaperones,,1,55,29,30,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,HSPA5,0.129954753790896,-0.00706877237886106,0.054728691387317,0.155627810490343,0.586346707554566,1,up,Key regulators,BiP/GRP78,4,91,53,57,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,KHSRP,-0.0234125902982454,-0.426364125627871,-0.0522716494823315,0.516051417028532,0.879758320493408,-1,dn,PERK regulates gene expression,,3,65,37,40,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,LMNA,-0.0688116482985317,0.33940606308078,0.0216925017327113,0.672488689555279,0.930034523912835,1,up,IRE1alpha activates chaperones,,0,24,13,13,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MBTPS1,0.116789491124931,0.198588889593694,0.112146471235118,0.0408111821459152,0.302850121837227,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,54,28,29,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MYDGF,-0.120622271190478,0.510943560887638,0.110215639829023,0.037796605204335,0.288374020415494,1,up,IRE1alpha activates chaperones,,0,23,12,12,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,NFYA,-0.0836825215361717,0.516252798214938,0.0761610151487365,0.212955664704918,0.655113637558796,1,up,ATF6/PERK ,,2,60,33,35,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,NFYC,0.113085256682624,0.354761162909535,0.0993808094410837,0.228973119498051,0.673828813944201,1,up,ATF6/PERK ,,2,58,31,33,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PARN,-0.0794368860867675,-0.455984560471694,-0.137868374672709,0.153426785694043,0.582290847217199,-1,dn,PERK regulates gene expression,,3,64,36,39,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PDIA5,-0.04761631649303,-1.48828537917132,-0.102060170379084,0.00882613818029153,0.11662608424835,-1,dn,IRE1alpha activates chaperones,,0,22,11,11,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PDIA6,0.0669556410955136,-0.626143328247725,-0.102602021427388,0.0895340741907182,0.454528066587071,-1,dn,IRE1alpha activates chaperones,,0,21,10,10,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,SERP1,-0.0912751487043293,0.0209444105523442,-0.0201782289652808,0.289123755134756,0.736137157741688,-1,dn,IRE1alpha activates chaperones,,0,16,9,9,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,SRPRA,-0.0534888069003006,0.0625565598461104,0.00398417946276833,0.699413471162942,0.935783157963377,1,up,IRE1alpha activates chaperones,,0,13,8,8,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,SRPRB,0.045467933717663,0.0828112673187119,0.0138048669706846,0.885364222768605,0.978600907746233,1,up,IRE1alpha activates chaperones,,0,12,7,7,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,SSR1,0.00599363678019493,0.0523394762159295,0.0141100396709037,0.97769179752318,0.996683183014942,1,up,IRE1alpha activates chaperones,,0,11,6,6,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,TLN1,0.0701283840323574,0.208326932891863,0.0805076017789343,0.340067264545141,0.779080885975744,1,up,IRE1alpha activates chaperones,,0,7,4,4,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,TPP1,-0.0134723717363265,-0.7786468479004,-0.067499879857347,0.209065112959925,0.652621684013131,-1,dn,IRE1alpha activates chaperones,,0,6,3,3,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,TSPYL2,-0.0374832621275342,0.289677471766195,0.0405973128134819,0.587331364696681,0.903125530161841,1,up,IRE1alpha activates chaperones,,0,5,2,2,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,XBP1,-0.0808373485575167,-0.90644961841862,-0.265076035164846,0.0012315933468739,0.0290705153243598,-1,dn,Key regulators,,4,90,52,56,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ZBTB17,0.307467712427982,-0.542481838395682,-0.028661293914376,0.108854933245147,0.497926148989336,-1,dn,IRE1alpha activates chaperones,,0,1,1,1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_naive,24,bortezomib,dmso,451,ACADVL,0.0599433301863861,1.20442980857235,0.148966275019551,5.02911467719996e-07,2.1956956697995e-05,1,up,IRE1alpha activates chaperones,,0,50,27,27,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ADD1,0.0546149443992313,0.129261256144596,0.0677512189528389,0.176546184181133,0.479873370390856,1,up,IRE1alpha activates chaperones,,0,49,26,26,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ATF4,0.00198680237470921,0.235674142285473,0.0539860598926951,0.360686070772805,0.665286694132808,1,up,ATF6/PERK ,,2,62,35,37,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ATF6,0.0554035478104718,0.130077752480444,0.0802805724715316,0.214211083485682,0.530382483560827,1,up,Key regulators,,4,94,56,60,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ATP6V0D1,0.0113787164975741,0.371496426967876,0.0297670505912476,0.396276851439556,0.690606617378152,1,up,IRE1alpha activates chaperones,,0,47,24,24,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CALR,0.0633756450954862,0.234595192499462,0.0911405049239412,0.0618898490748781,0.28279612256966,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,56,30,31,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CEBPB,0.0252205647063076,0.0586883095825992,0.00812504734306455,0.806599414522719,0.92400591090922,1,up,PERK regulates gene expression,,3,85,50,53,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CEBPG,0.0280649669247915,0.159679626758282,0.0125671843038238,0.742303358867663,0.898784446901854,1,up,PERK regulates gene expression,,3,84,49,52,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CTDSP2,-0.0272931706988433,0.175132158254614,0.0146525616773352,0.638779555664235,0.847539015860629,1,up,IRE1alpha activates chaperones,,0,44,23,23,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,DCP2,0.0939297279284714,-0.259419002828429,-0.0516044022040585,0.0190457949405792,0.136445776640455,-1,dn,PERK regulates gene expression,,3,82,47,50,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,DDIT3,-0.00612614494394302,0.299263464663013,0.0181484851536557,0.629571779024187,0.840403244002353,1,up,ATF6/PERK ,CHOP,2,61,34,36,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,DNAJB11,0.0253491489862874,0.501631935904172,0.0711387623443,0.049570096309392,0.2509805908464,1,up,IRE1alpha activates chaperones,,0,39,21,21,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,DNAJC3,0.0479867809563287,-0.0120769231869176,0.00890259935014309,0.532361159845678,0.785449347479319,1,up,IRE1alpha activates chaperones,,0,37,20,20,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EDEM1,-0.0197288774008474,-0.201661542013027,-0.0387303825067379,0.475494119320246,0.749838400342573,-1,dn,IRE1alpha activates chaperones,,0,36,19,19,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EIF2AK3,0.0495922513817423,-0.0808873951865335,-0.0129513616042272,0.509522587709039,0.771003744028182,-1,dn,Key regulators,PERK,4,93,55,59,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EIF2S1,0.0545219599523215,-0.158495278807223,-0.0246521978375694,0.307498209006279,0.619527942119016,-1,dn,PERK regulates gene expression,,3,80,46,49,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EIF2S2,0.0017416955573516,-0.0277958723171492,-0.0096137945533552,0.97820979957056,0.991045015018698,-1,dn,PERK regulates gene expression,,3,79,45,48,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EIF2S3,0.0665100447341669,0.0496413698228729,0.0380188626840293,0.144166515327717,0.434635817776099,1,up,PERK regulates gene expression,,3,78,44,47,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ERN1,0.074187440587314,-0.358871058823114,-0.0606269915665958,0.0518746069942724,0.255361480357283,-1,dn,Key regulators,IRE1a,4,92,54,58,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EXOSC1,0.0796135883943766,0.0216430274142546,0.014625691004267,0.185846276859902,0.491708297378701,1,up,PERK regulates gene expression,,3,77,43,46,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EXOSC5,-0.0194818145148745,-0.609154918259558,-0.0525932553004224,0.0688444674778225,0.298540829067895,-1,dn,PERK regulates gene expression,,3,73,42,45,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EXOSC6,0.0224880651609694,-0.0662294815502346,-0.00769751211128222,0.780222857676623,0.913933933513157,-1,dn,PERK regulates gene expression,,3,72,41,44,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EXOSC7,0.0602513062451093,-0.144636597508904,-0.0135201102522284,0.411503611865627,0.702894022807755,-1,dn,PERK regulates gene expression,,3,71,40,43,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,EXOSC8,-0.00345768801441218,-0.118427297386491,-0.0243160786427997,0.794535332867958,0.918713063604624,-1,dn,PERK regulates gene expression,,3,70,39,42,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,GFPT1,-0.00396481649496902,0.0484530972405578,0.0100085314802132,0.957886663567028,0.983927082788739,1,up,IRE1alpha activates chaperones,,0,31,18,18,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,GOSR2,-0.0670782550472235,-0.208650893162279,-0.0620975021770596,0.114850389583234,0.388920490476005,-1,dn,IRE1alpha activates chaperones,,0,30,17,17,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,GSK3A,0.0323034208710584,0.242497518064974,0.0181169453887948,0.511391906934055,0.772413894570383,1,up,IRE1alpha activates chaperones,,0,29,16,16,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,HDGF,-0.0332861147811441,0.370697159478288,0.0206572717566952,0.396027603765892,0.690437960288611,1,up,IRE1alpha activates chaperones,,0,28,15,15,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,HERPUD1,0.00127756480688683,0.167092325417204,0.0532519337123446,0.522029323645488,0.779888668463474,1,up,PERK regulates gene expression,,3,68,38,41,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,HSP90B1,0.0370596588976867,0.209838421324112,0.0944893742612527,0.180674109665861,0.485811098724704,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,55,29,30,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,HSPA5,0.133227758352078,0.174743051993746,0.118296991599369,0.000757166876986309,0.0122127941725122,1,up,Key regulators,BiP/GRP78,4,91,53,57,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,KHSRP,0.0573086648305941,-0.0982688753338099,-0.00542112918682171,0.331524243271558,0.640965894164053,-1,dn,PERK regulates gene expression,,3,65,37,40,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,KLHDC3,0.0187941142949342,0.473893812987187,0.0300694270637076,0.284078000845788,0.597650328396349,1,up,IRE1alpha activates chaperones,,0,25,14,14,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MBTPS1,-0.001500394899047,0.494579493643828,0.158257827410501,0.00270696042263724,0.0334419895768473,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,54,28,29,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MYDGF,-0.0206012410699501,0.210770610732747,0.0472108708226042,0.357366867548516,0.661358701395267,1,up,IRE1alpha activates chaperones,,0,23,12,12,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,NFYA,-0.0371127074343393,0.173917561616579,0.0186952852087275,0.589125016672312,0.820296115039782,1,up,ATF6/PERK ,,2,60,33,35,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,NFYC,0.0113438351418598,0.0763878620701635,0.0184079276488883,0.873523077304826,0.95220568700216,1,up,ATF6/PERK ,,2,58,31,33,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PARN,-0.00799608917616898,-0.0567302847889315,-0.0211117666974108,0.905767411769274,0.963678839029957,-1,dn,PERK regulates gene expression,,3,64,36,39,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PDIA5,0.0348537569805546,-0.375345635455163,-0.0322837933863037,0.294575703728464,0.607058068617359,-1,dn,IRE1alpha activates chaperones,,0,22,11,11,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PDIA6,0.0405690240999054,-0.0836638962605329,-0.00887002465131223,0.575819315497529,0.812358524030913,-1,dn,IRE1alpha activates chaperones,,0,21,10,10,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,SERP1,-0.0262913253345511,0.0193796970632261,-0.00167118108692893,0.764823674197482,0.909531922907332,-1,dn,IRE1alpha activates chaperones,,0,16,9,9,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,SRPRA,-0.01113173219741,0.0461073769169296,0.00848231012203077,0.913229298976025,0.965566010417278,1,up,IRE1alpha activates chaperones,,0,13,8,8,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,SRPRB,0.0534293804369906,0.148727178846521,0.0299535890871477,0.364706624073058,0.66878165802019,1,up,IRE1alpha activates chaperones,,0,12,7,7,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,SSR1,0.0131776109071125,-0.103457440839724,-0.021726955194971,0.75778892661762,0.905465960756354,-1,dn,IRE1alpha activates chaperones,,0,11,6,6,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,SYVN1,0.0133951891803376,1.14136403279397,0.0496615116290846,0.00886851231118338,0.0795718325751017,1,up,IRE1alpha activates chaperones,,0,9,5,5,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,TLN1,-0.000874428079565237,0.00477697961093318,0.000714517638456647,0.999431247381089,0.999671005386938,1,up,IRE1alpha activates chaperones,,0,7,4,4,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,TPP1,0.0168144510329262,0.0820221924761316,0.0109425531574636,0.839581212214532,0.937879133108772,1,up,IRE1alpha activates chaperones,,0,6,3,3,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,TSPYL2,-0.0149580454037374,0.440724349358688,0.035135240262035,0.257335370460722,0.57445922330603,1,up,IRE1alpha activates chaperones,,0,5,2,2,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,XBP1,-0.00200939457960568,-0.414465130666699,-0.147353933115043,0.0125898070212542,0.10323146583111,-1,dn,Key regulators,,4,90,52,56,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ZBTB17,0.0202686157171474,0.0882978509381162,0.00714301865054127,0.895427479335854,0.960569533940554,1,up,IRE1alpha activates chaperones,,0,1,1,1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd4_cm,72,bortezomib,dmso,648,ACADVL,0.220029829311362,2.14550633358974,0.587482434501939,1.16158989966427e-56,1.009476936613e-54,1,up,IRE1alpha activates chaperones,,0,50,27,27,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ADD1,0.106703043056301,0.146934586949245,0.093446162542946,0.000454431211903497,0.00157548814917151,1,up,IRE1alpha activates chaperones,,0,49,26,26,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ARFGAP1,0.0609207383721695,0.687451676630238,0.053386906278651,0.00335439395032652,0.00883882321591958,1,up,IRE1alpha activates chaperones,,0,48,25,25,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ATF4,0.100926777919082,0.348481397185916,0.154888950462776,2.44813476175503e-05,0.000113801475807512,1,up,ATF6/PERK ,,2,62,35,37,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ATF6,0.214749764976647,0.66056289425241,0.378041929285433,4.55911828274107e-16,6.81999251311676e-15,1,up,Key regulators,,4,94,56,60,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ATP6V0D1,0.0892979269214167,0.381640234795736,0.0585794008308864,0.00526629636433879,0.0129179984743525,1,up,IRE1alpha activates chaperones,,0,47,24,24,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CALR,-0.0248611428692107,-0.515286894363472,-0.191471887847964,8.49966323985912e-05,0.000354476357695221,-1,dn,ATF6 (ATF6-alpha) activates chaperones,,1,56,30,31,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CEBPB,0.107103865951713,0.430617014637516,0.117083217140237,5.18892805898336e-05,0.000224828910437907,1,up,PERK regulates gene expression,,3,85,50,53,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CEBPG,0.0931056966077942,0.594458970087776,0.0925620030166296,2.93875694573289e-05,0.000133946838810253,1,up,PERK regulates gene expression,,3,84,49,52,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CTDSP2,0.0608521043425927,-0.579405002204534,-0.0610830485370388,0.00162049212280454,0.00476538531117995,-1,dn,IRE1alpha activates chaperones,,0,44,23,23,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,DCP2,0.0829352131761739,0.274721764698241,0.127118655248658,0.00392659369674196,0.0101215162380707,1,up,PERK regulates gene expression,,3,82,47,50,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,DDIT3,0.182561992233586,1.63743446379809,0.198118752555698,1.17944324769211e-16,1.84288007451893e-15,1,up,ATF6/PERK ,CHOP,2,61,34,36,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,DNAJB11,0.0195779595267471,-0.11611014523638,-0.0200349932289623,0.502583950563015,0.551410189838585,-1,dn,IRE1alpha activates chaperones,,0,39,21,21,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,DNAJC3,0.0771067483077705,-0.313804598221076,-0.0788985249614004,0.00170132574181501,0.00497423819098429,-1,dn,IRE1alpha activates chaperones,,0,37,20,20,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EDEM1,0.0256149523379998,-0.694610449020242,-0.175393829825477,6.53545788398052e-07,4.05963602391574e-06,-1,dn,IRE1alpha activates chaperones,,0,36,19,19,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EIF2AK3,0.0884530833760394,-0.375351829053602,-0.0968315573885072,0.000710472445170848,0.0023295224801236,-1,dn,Key regulators,PERK,4,93,55,59,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EIF2S1,0.0528031139552353,0.270174972565216,0.0774612313736492,0.0412769820106719,0.0701009605150532,1,up,PERK regulates gene expression,,3,80,46,49,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EIF2S2,-0.00338655055163763,-0.244871085713039,-0.0935309487956982,0.124964341817945,0.174091544899046,-1,dn,PERK regulates gene expression,,3,79,45,48,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EIF2S3,0.0818732156237015,-0.0262520832842965,0.0181241400097259,0.0246487893430768,0.0462608397275968,1,up,PERK regulates gene expression,,3,78,44,47,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ERN1,-0.0130749312452219,-0.391713815721917,-0.160639528700956,0.00550679630497231,0.0134034452608355,-1,dn,Key regulators,IRE1a,4,92,54,58,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EXOSC1,0.060306357287641,0.0487518206321408,0.0204236571803378,0.242361045372753,0.298252803644825,1,up,PERK regulates gene expression,,3,77,43,46,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EXOSC5,0.051051842156287,-1.11251519312947,-0.0481314870853083,0.000775789980747969,0.00251835061342057,-1,dn,PERK regulates gene expression,,3,73,42,45,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EXOSC6,0.056302772831815,-0.215331285915233,-0.0240403719656382,0.0482608720419994,0.0798079843028715,-1,dn,PERK regulates gene expression,,3,72,41,44,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EXOSC7,0.0565851323530325,-0.593821845686965,-0.0590598931409876,0.00283582464113966,0.00768088449106543,-1,dn,PERK regulates gene expression,,3,71,40,43,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,EXOSC8,0.053770672863887,-0.0822289451395923,-0.00579459593346124,0.118085074581665,0.165696802330877,-1,dn,PERK regulates gene expression,,3,70,39,42,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,GFPT1,0.0394351750432401,-0.0983788914974969,-0.0185629079912811,0.423194450640744,0.477749519002448,-1,dn,IRE1alpha activates chaperones,,0,31,18,18,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,GOSR2,0.0309664126022674,-0.0724614596853176,-0.0101684753742272,0.567412670335869,0.611797307906747,-1,dn,IRE1alpha activates chaperones,,0,30,17,17,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,GSK3A,0.0630508073930129,0.246487595154896,0.0332179498855986,0.0315602628967536,0.056590174677319,1,up,IRE1alpha activates chaperones,,0,29,16,16,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,HDGF,0.0643334698421031,0.460833080256405,0.0509883422042528,0.0154386963076138,0.0314741071954817,1,up,IRE1alpha activates chaperones,,0,28,15,15,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,HERPUD1,0.02910140595526,-0.268634219717627,-0.0845511794967615,0.0510696694735565,0.0836155849475417,-1,dn,PERK regulates gene expression,,3,68,38,41,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,HSP90B1,0.0666237620183645,0.0479435235006746,0.0621285196346872,0.0780210899183428,0.118091920330754,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,55,29,30,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,HSPA5,0.00798925693897438,-0.138107371050061,-0.0464044594673538,0.510373787095418,0.5590829300415,-1,dn,Key regulators,BiP/GRP78,4,91,53,57,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,KHSRP,0.0484635282422744,0.203361450614595,0.0329437395547143,0.0857810425717297,0.127504807536575,1,up,PERK regulates gene expression,,3,65,37,40,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,KLHDC3,0.0234440513567395,0.11975133416849,0.0112902916370693,0.699701848767234,0.733798341570051,1,up,IRE1alpha activates chaperones,,0,25,14,14,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,LMNA,0.0708135422633713,1.14979930894576,0.113588664413917,3.38553112794118e-07,2.1909908895364e-06,1,up,IRE1alpha activates chaperones,,0,24,13,13,Bor/DMSO,CD4 CM,#00AEEF,2,6
