aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,alt_name,branch,y_offset,group,order,gene_ypos,gene_label,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd4_treg,24,bortezomib,dmso,78,LCK,-0.098180764475397,-0.39802978380522,-0.162722303568343,0.276866349227089,0.999998222324989,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,52,57,LCK,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,LCP2,-0.188109506715457,-0.355922458708742,-0.227294970316025,0.0780834217548741,0.800874293789698,-1,dn,SLP-76,Initial TCR Response,5,Phospholipase C complex,44,49,LCP2 | SLP-76,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MALT1,-0.0869489911525486,0.636988302954811,0.221116755368995,0.0967784491817218,0.861502131496443,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,33,37,MALT1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAP2K1,0.172544969175509,0.368298537047336,0.134080955371126,0.24871495536724,0.999998222324989,1,up,MEK1,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,15,17,MAP2K1 | MEK1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAP2K2,0.00244206139214415,-0.356289734465747,-0.0333274690829333,0.826787624852313,0.999998222324989,-1,dn,MEK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,14,16,MAP2K2 | MEK2,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAP2K7,0.0630376102765309,0.122728840755275,0.0248434634437167,0.878948000685142,0.999998222324989,1,up,MKK7,p38 and JNK pathways,1,JNK activation complex,9,10,MAP2K7 | MKK7,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAP3K7,0.213591655588498,0.558682924520438,0.21296076328976,0.0417315131291792,0.606179640959338,1,up,TAK1,p38 and JNK pathways,1,JNK activation complex,10,11,MAP3K7 | TAK1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAPK1,-0.0233702019411871,0.141371886085779,0.0449886720032467,0.892174962855852,0.999998222324989,1,up,ERK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,13,15,MAPK1 | ERK2,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAPK14,-0.0755890206195254,0.0463005446165632,-0.00918681473058469,0.7382030222085,0.999998222324989,-1,dn,p38ɑ,p38 and JNK pathways,1,p38,11,12,MAPK14 | p38ɑ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAPK8,-0.0211459491677749,0.188367508445544,0.0829494678727778,0.827693951086469,0.999998222324989,1,up,JNK1,p38 and JNK pathways,1,JNK activation complex,7,8,MAPK8 | JNK1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAPK9,0.0272254564796102,-0.540866281287273,-0.0937875257864114,0.4898785855168,0.999998222324989,-1,dn,JNK2,p38 and JNK pathways,1,JNK activation complex,8,9,MAPK9 | JNK2,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAPKAP1,0.119523015927748,0.0781730416975393,0.0708676053416686,0.465946535433876,0.999998222324989,1,up,,mTORC pathways,0,mTORC2 complex,3,3,MAPKAP1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MTOR,-0.0985924948518759,-0.280126432130594,-0.0770189019904761,0.552968361108448,0.999998222324989,-1,dn,,mTORC pathways,0,mTORC1 complex,5,5,MTOR,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,NFATC1,0.0314863932586543,0.176405053130496,0.0181603348062007,0.944490665036577,0.999998222324989,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,25,28,NFATC1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,NFKB1,0.042704150478657,0.489325712275034,0.211806566092236,0.331834027912183,0.999998222324989,1,up,NF-κB,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,28,32,NFKB1 | NF-κB,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,NFKBIA,0.0571887982779397,0.946970722900615,0.144489025896725,0.17350884130867,0.997489890063595,1,up,IκBɑ,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,26,30,NFKBIA | IκBɑ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PAG1,-0.15480245930222,-0.0202707436087891,-0.104802560560877,0.320889586305984,0.999998222324989,-1,dn,,Initial TCR Response,5,TCR Regulator,46,51,PAG1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PDPK1,0.0310726186265147,-0.121267872873636,-0.0152626054353514,0.93652164470329,0.999998222324989,-1,dn,PDK1,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,35,39,PDPK1 | PDK1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PLCG1,-0.019442675444015,-0.39625755958861,-0.0563985898102248,0.720368301770624,0.999998222324989,-1,dn,PLC-γ1,Initial TCR Response,5,Phospholipase C complex,39,44,PLCG1 | PLC-γ1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PLCG2,-0.111038545539474,0.152840009770904,0.00668464737069485,0.408048234945751,0.999998222324989,1,up,PLC-γ2,Initial TCR Response,5,Phospholipase C complex,38,43,PLCG2 | PLC-γ2,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PPP3CA,-0.0666617461369929,-1.24240979504802,-0.55801285703121,0.00134507012968576,0.181253373321809,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,24,27,PPP3CA,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PPP3CB,0.118727957426347,-0.196380171175342,-0.0372635143132126,0.532918571428633,0.999998222324989,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,23,26,PPP3CB,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PPP3CC,0.0884885835802395,0.600547592325304,0.299960466229352,0.0960473957922569,0.860203619370529,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,22,25,PPP3CC,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PRKCQ,-0.053296773390852,-0.725365982801852,-0.318080054464461,0.0957528242625837,0.858459144120857,-1,dn,PKC-Θ,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,37,41,PRKCQ | PKC-Θ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PRR5,0.060977468017341,-0.0108467599236386,0.00345144381634867,0.957286193616383,0.999998222324989,1,up,,mTORC pathways,0,mTORC2 complex,2,2,PRR5,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PTPN22,-0.129610587583545,-0.970501401934311,-0.243493036148251,0.0427264299113002,0.611193882951237,-1,dn,Lyp/Pep,Initial TCR Response,5,TCR Negative Regulator,47,52,PTPN22 | Lyp/Pep,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PTPRC,-0.309189887353129,-0.884166142348022,-0.361889103004181,0.00388578056572599,0.265902749806203,-1,dn,CD45,Initial TCR Response,5,TCR Activator,49,54,PTPRC | CD45,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PTPRJ,-0.0355292477239795,-0.301236985227451,-0.146851152128302,0.630487051460474,0.999998222324989,-1,dn,CD148,Initial TCR Response,5,TCR Activator,50,55,PTPRJ | CD148,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RAF1,-0.168487275086406,0.458828820311137,0.11176012023867,0.106399287851705,0.882323622362042,1,up,c-RAF,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,16,18,RAF1 | c-RAF,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RASGRP1,-0.10248607079542,-0.495289849347068,-0.261412143519779,0.198604521950406,0.999998222324989,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,18,20,RASGRP1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RICTOR,0.00516415365998822,0.0575192409927725,0.0281799904772591,0.983726712066413,0.999998222324989,1,up,,mTORC pathways,0,mTORC2 complex,1,1,RICTOR,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RPTOR,-0.060082997750934,0.820667849817116,0.24705379684272,0.0617457482040378,0.740864395231736,1,up,,mTORC pathways,0,mTORC1 complex,4,4,RPTOR,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,SOS1,-0.181030901904177,-0.292339550667221,-0.249193858106592,0.116904174996964,0.895062065704178,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,17,19,SOS1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,TRAC,-0.0534328337117545,0.039037004988225,-0.0160890804768488,0.829784071722456,0.999998222324989,-1,dn,TCRɑ,Initial TCR Response,5,TCR complex,58,63,TRAC | TCRɑ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,TRAF6,0.16401553572762,-0.134860659591594,-0.0021902817358633,0.549790013033121,0.999998222324989,-1,dn,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,32,36,TRAF6,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,TRBC1,-0.153238493511812,-0.491102653708109,-0.250535615119978,0.172693389901479,0.996456786658141,-1,dn,TCRβ,Initial TCR Response,5,TCR complex,59,64,TRBC1 | TCRβ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,TXK,-0.0314200796226561,0.249868015276619,0.120136170738921,0.713482668340758,0.999998222324989,1,up,,Initial TCR Response,5,Phospholipase C complex,40,45,TXK,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ZAP70,0.0184108089242642,0.133258043692662,0.0186926207019089,0.960229398257146,0.999998222324989,1,up,,Initial TCR Response,5,TCR Output,45,50,ZAP70,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd8_memory,24,bortezomib,dmso,163,BCL10,0.071342783571653,0.0857928250622408,0.0150288887640011,0.724180252546247,0.939355515561986,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,36,40,BCL10,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CARD11,-0.103852756735739,0.135025912071068,0.00741894866901582,0.312805517273786,0.755400196542637,1,up,CARMA1,PKCθ–IKK–NF-κβ pathway,4,CBM complex,34,38,CARD11 | CARMA1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CD247,-0.00816634741125229,-0.0708170257768664,-0.0339714376055291,0.955268722203696,0.996607244697118,-1,dn,CD3ζ,Initial TCR Response,5,TCR complex,56,61,CD247 | CD3ζ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CD3D,-0.0709449509847721,-0.400954685614317,-0.21365850742601,0.105239437583352,0.488945700749771,-1,dn,CD3δ,Initial TCR Response,5,TCR complex,60,65,CD3D | CD3δ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CD3E,-0.0766000026264503,-0.876173899810637,-0.222549747559173,0.00389070012412338,0.0667379928123442,-1,dn,CD3ε,Initial TCR Response,5,TCR complex,61,66,CD3E | CD3ε,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CD3G,-0.0314836764052084,-0.892783965878089,-0.264512556303268,0.00164048918466452,0.03574476031113,-1,dn,CD3γ,Initial TCR Response,5,TCR complex,57,62,CD3G | CD3γ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CD8A,-0.0599373656721167,-1.05048260833278,-0.372486570014623,6.9749608033773e-05,0.0030191678226755,-1,dn,CD8ɑ,Initial TCR Response,5,TCR Coreceptor,54,59,CD8A | CD8ɑ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CD8B,-0.0330924223224662,-0.587519979858693,-0.262248616535677,0.0295827195110177,0.250094725662023,-1,dn,CD8β,Initial TCR Response,5,TCR Coreceptor,53,58,CD8B | CD8β,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CHUK,-0.0522724031843571,0.520738538297636,0.0652547629967436,0.292145729559425,0.73887516172417,1,up,IKKɑ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,30,34,CHUK | IKKɑ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CSK,-0.0877154334556144,-0.163541294129576,-0.0345420043141545,0.613183024332629,0.911087043865824,-1,dn,,Initial TCR Response,5,TCR Negative Regulator,48,53,CSK,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,DGKA,-0.0766756315683543,-0.391429164211698,-0.136830100023043,0.146352356408832,0.56739788153822,-1,dn,DGKɑ,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,19,22,DGKA | DGKɑ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,FOS,0.0702636304743132,-1.16944296451179,-0.0581555503062307,0.120594704421715,0.521572484436077,-1,dn,c-Fos,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,20,23,FOS | c-Fos,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,FYN,-0.300321665663243,-0.208200708399051,-0.304104819260628,7.29151909741616e-05,0.00308574490394731,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,51,56,FYN,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,GRAP2,-0.168149796736469,-1.20847420417614,-0.661660148285578,3.84120340055179e-07,3.41411327459303e-05,-1,dn,GADS,Initial TCR Response,5,Phospholipase C complex,42,47,GRAP2 | GADS,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,IKBKB,-0.0629395137652002,-0.115787280283649,-0.0469934423231546,0.60011208474122,0.908016993553178,-1,dn,IKKβ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,31,35,IKBKB | IKKβ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ITK,-0.254795795099959,-0.842409218021143,-0.533024890414964,3.74595005249653e-06,0.000235115122613134,-1,dn,,Initial TCR Response,5,Phospholipase C complex,41,46,ITK,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,JUN,-0.0433969846773265,-0.318224640748492,-0.106475817228539,0.414544803034777,0.819055817650062,-1,dn,c-Jun,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,21,24,JUN | c-Jun,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,LAT,-0.0496052249938855,-0.795594958464495,-0.178572964321008,0.0176537376791584,0.185869510361329,-1,dn,,Initial TCR Response,5,Phospholipase C complex,43,48,LAT,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,LCK,-0.0340815964658658,-0.842628198521986,-0.273596519448951,0.00363659318325408,0.0639685234039491,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,52,57,LCK,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,LCP2,-0.400697803716567,-1.35767242708748,-0.822855732058854,4.40933569617719e-14,1.73958791632514e-11,-1,dn,SLP-76,Initial TCR Response,5,Phospholipase C complex,44,49,LCP2 | SLP-76,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MALT1,-0.0187802236700268,-0.00608006413938269,-0.00926444159591422,0.962325407664211,0.996683183014942,-1,dn,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,33,37,MALT1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAP2K1,0.15238335493227,0.710281654541678,0.335951921163706,0.000594183528501642,0.0165194984350205,1,up,MEK1,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,15,17,MAP2K1 | MEK1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAP2K2,-0.0156401464955597,0.0141525287645169,0.000226168426869733,0.953997985939881,0.996210675468902,1,up,MEK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,14,16,MAP2K2 | MEK2,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAP2K7,0.0378641012986891,-0.0575659094239289,-0.00390700116756196,0.927783587499654,0.9894416991285,-1,dn,MKK7,p38 and JNK pathways,1,JNK activation complex,9,10,MAP2K7 | MKK7,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAP3K7,0.0911729981692604,0.334493197585387,0.133640234445329,0.191161006862041,0.631294805400844,1,up,TAK1,p38 and JNK pathways,1,JNK activation complex,10,11,MAP3K7 | TAK1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAPK1,-0.0420972030374609,-0.0782962594548551,-0.0497234534126346,0.742068896228345,0.942767472277082,-1,dn,ERK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,13,15,MAPK1 | ERK2,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAPK14,0.0358255838476296,-0.0701709677408839,-0.0147481322865721,0.843324795810621,0.96919766032612,-1,dn,p38ɑ,p38 and JNK pathways,1,p38,11,12,MAPK14 | p38ɑ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAPK8,0.0844296952394836,0.747664538882266,0.372428933068805,0.00274319508246874,0.0536375411656202,1,up,JNK1,p38 and JNK pathways,1,JNK activation complex,7,8,MAPK8 | JNK1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAPK9,-0.0274879910135137,-0.118137810390453,-0.0179515551287487,0.900246979933631,0.981584506605912,-1,dn,JNK2,p38 and JNK pathways,1,JNK activation complex,8,9,MAPK9 | JNK2,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MAPKAP1,0.0736138076006917,0.0266211111829721,0.0379990975481902,0.525486047604963,0.882141740702663,1,up,,mTORC pathways,0,mTORC2 complex,3,3,MAPKAP1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,MTOR,-0.0948621599614174,-0.233243363885411,-0.081141450527186,0.270948709474323,0.716040752161381,-1,dn,,mTORC pathways,0,mTORC1 complex,5,5,MTOR,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,NFATC1,-0.0197291578221156,0.286894613342737,0.0245087937233581,0.780769776396488,0.953596799951368,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,25,28,NFATC1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,NFKB1,-0.0996941585809262,-0.312944175176594,-0.185739669183738,0.179680259558242,0.619676846905878,-1,dn,NF-κB,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,28,32,NFKB1 | NF-κB,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,NFKBIA,-0.0968853051328324,0.181108123245386,0.0239111643274402,0.54227575370925,0.888247255729763,1,up,IκBɑ,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,26,30,NFKBIA | IκBɑ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PAG1,-0.24354730735279,-0.534149581417689,-0.391108830527323,0.000399528690670872,0.0121694676551771,-1,dn,,Initial TCR Response,5,TCR Regulator,46,51,PAG1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PDPK1,-0.053202249642558,0.0716700302042279,0.00439847709338118,0.727934429717105,0.939355515561986,1,up,PDK1,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,35,39,PDPK1 | PDK1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PLCG1,-0.0416996836121594,-0.607367582837534,-0.115957254420386,0.120581595924057,0.521572484436077,-1,dn,PLC-γ1,Initial TCR Response,5,Phospholipase C complex,39,44,PLCG1 | PLC-γ1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PLCG2,-0.0470975005376281,0.0952684884788795,0.0200294294910295,0.74643672975349,0.943769547043726,1,up,PLC-γ2,Initial TCR Response,5,Phospholipase C complex,38,43,PLCG2 | PLC-γ2,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PPP3CA,-0.0725671905325625,-0.767066484232051,-0.405018724217795,0.00262787602753982,0.0520860116941804,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,24,27,PPP3CA,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PPP3CB,0.0436287117204772,0.108134040253102,0.0502455208095475,0.792338233687734,0.955149944708802,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,23,26,PPP3CB,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PPP3CC,0.176343999929159,0.257798560516352,0.22133817095909,0.0168404083221281,0.179797400707257,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,22,25,PPP3CC,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PRKCQ,-0.0958761834260745,-0.390041405417906,-0.213461167501034,0.10703395943302,0.493462147880995,-1,dn,PKC-Θ,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,37,41,PRKCQ | PKC-Θ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PRR5,0.0865827744617032,0.250368810186535,0.0340631179285436,0.60219338065538,0.908529597007687,1,up,,mTORC pathways,0,mTORC2 complex,2,2,PRR5,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PTPN22,-0.10155934854901,-0.692740146203508,-0.177666325394585,0.0452025675258556,0.321462036010054,-1,dn,Lyp/Pep,Initial TCR Response,5,TCR Negative Regulator,47,52,PTPN22 | Lyp/Pep,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PTPRC,-0.410189245233849,-1.73583596074078,-0.510339676720688,5.67584143877769e-11,1.34355275200781e-08,-1,dn,CD45,Initial TCR Response,5,TCR Activator,49,54,PTPRC | CD45,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,PTPRJ,-0.0749714958322095,-0.436876764406669,-0.206681010578348,0.115516753459331,0.509763298072979,-1,dn,CD148,Initial TCR Response,5,TCR Activator,50,55,PTPRJ | CD148,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,RAF1,0.032620016311213,0.137879892070231,0.0652412748343728,0.721328581984382,0.939355515561986,1,up,c-RAF,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,16,18,RAF1 | c-RAF,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,RASGRP1,-0.143325779733848,-0.00396985518059632,-0.0795011258923614,0.130671424916942,0.539285332345616,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,18,20,RASGRP1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,RELA,0.0366887713935731,-0.505412976528768,-0.0291150118467273,0.580395224616087,0.902372510452289,-1,dn,p65,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,27,31,RELA | p65,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,RICTOR,-0.0593523734049101,-0.213399007461132,-0.121795454231491,0.432394067366883,0.826172916783713,-1,dn,,mTORC pathways,0,mTORC2 complex,1,1,RICTOR,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,RPTOR,0.107533685239283,0.713558188297111,0.330110547948479,0.00155845234163556,0.0343398341767303,1,up,,mTORC pathways,0,mTORC1 complex,4,4,RPTOR,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,SOS1,-0.0776269091457139,-0.359102194439886,-0.167111239953714,0.30303451839492,0.74575679321793,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,17,19,SOS1,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,TRAC,-0.0848335786566913,-0.454337681552894,-0.226952207227037,0.0470468856101032,0.326178616970464,-1,dn,TCRɑ,Initial TCR Response,5,TCR complex,58,63,TRAC | TCRɑ,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,TRAF6,0.0896484250242247,0.112446797491896,0.0333025206883689,0.567806828844941,0.900131476272828,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,32,36,TRAF6,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,TRBC1,-0.193896389403023,-1.13035056496029,-0.324805147785129,0.00021757297897855,0.00763810224931053,-1,dn,TCRβ,Initial TCR Response,5,TCR complex,59,64,TRBC1 | TCRβ,Bor/DMSO,CD8 Memory,#009444,6,2
